id,tenant_domain,market_id,name,created_by,created_at,updated_at
74f015ef-b214-4132-aa44-7b214417b1c8,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Logo,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:21:19.8878,2026-03-23 15:21:19.8878
3070a767-b91c-49ef-b50d-59e982e08529,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Icon,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:21:19.8878,2026-03-23 15:21:19.8878
44d89090-2c66-4bec-8f2a-7c0daa155d73,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Hero Image,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:21:19.8878,2026-03-23 15:21:19.8878
1424f66d-0efb-481f-9a5b-bd58d588bdec,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Banner,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:21:19.8878,2026-03-23 15:21:19.8878
23a72199-851f-4dad-9803-1426a6649059,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Social Media Graphic,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:21:19.8878,2026-03-23 15:21:19.8878
8d7000e0-52bb-4496-841b-50f658e8f7a9,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Product Screenshot,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:21:19.8878,2026-03-23 15:21:19.8878
21296e63-42cb-49ac-9d32-8e151844e5e7,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Headshot,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:21:19.8878,2026-03-23 15:21:19.8878
f103ab2a-774e-419a-97e0-3545ced6e706,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Illustration,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:21:19.8878,2026-03-23 15:21:19.8878
39f42c4f-33ca-4c07-b72f-703d5a51d39d,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Template,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:21:19.8878,2026-03-23 15:21:19.8878
61a4c63f-484b-4f5e-a69a-6e78d44dd36e,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Brand Kit,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:21:19.8878,2026-03-23 15:21:19.8878
497a9e69-c92d-4642-b846-097d220e74aa,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Night Sky,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:28:12.826842,2026-03-23 15:28:12.826842
1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Modern Workplace,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:28:20.570006,2026-03-23 15:28:20.570006
b2140c60-032c-4a98-b65d-cc8478f45f08,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Seasons,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:28:25.763162,2026-03-23 15:28:25.763162
2bf81ce2-a895-47f4-83f4-067199dd4e9a,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Location,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 15:28:34.644146,2026-03-23 15:28:34.644146
135d3800-a332-409a-8a9b-57a830ecc4c0,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Conferences,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 15:50:09.131522,2026-03-24 15:50:09.131522
d1a6022e-c55f-461a-8189-90d79769e1db,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Logo,d816008f-9e8e-434b-8a60-bad260959ddb,2026-04-03 16:13:12.845755,2026-04-03 16:13:12.845755
2140781e-ba89-4671-9783-d370eb2efda3,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Icon,d816008f-9e8e-434b-8a60-bad260959ddb,2026-04-03 16:13:12.845755,2026-04-03 16:13:12.845755
b147f9bb-17df-4a9f-a34b-c0d429a94768,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Hero Image,d816008f-9e8e-434b-8a60-bad260959ddb,2026-04-03 16:13:12.845755,2026-04-03 16:13:12.845755
c9098496-0444-4618-be80-544507a425ab,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Banner,d816008f-9e8e-434b-8a60-bad260959ddb,2026-04-03 16:13:12.845755,2026-04-03 16:13:12.845755
