id,campaign_id,brand_asset_id,sort_order,added_at
866ee99a-3e3f-45d2-816c-d627d333f584,088ba691-0396-4682-bb9d-3911eb05c986,0a18f3a3-7250-4083-955b-1d74363fdb6f,0,2026-06-12 21:01:50.422349
15414b32-6701-418e-98aa-42432f72a0d9,088ba691-0396-4682-bb9d-3911eb05c986,f1dc11b2-fdf5-4798-93a0-6a89aa68e323,0,2026-06-12 21:02:06.456849
091b1f51-ed1e-4d44-b672-124d0b2e54ef,088ba691-0396-4682-bb9d-3911eb05c986,8df0f098-8064-494e-b658-84ba1be28d7a,0,2026-06-12 21:02:15.981467
27335b61-d9f9-4179-84da-69320646a7ca,088ba691-0396-4682-bb9d-3911eb05c986,57f7a2a1-4915-44b7-b17d-2a53a6dfaea1,0,2026-06-12 21:02:20.583239
ec14ee33-fd7f-4e60-8dce-b7c681eb5c06,caa6e4fd-9c09-4875-8cb2-935392b02578,526451d0-42c1-4c79-9c69-d42547516621,0,2026-06-15 16:58:30.369884
e954d718-dd78-47ec-b533-c6c6ec5cc801,caa6e4fd-9c09-4875-8cb2-935392b02578,1e966b3b-da4e-42c1-8564-422a8024e52b,0,2026-06-15 16:58:30.54856
291541b1-c670-4775-8efc-b41c545354fb,caa6e4fd-9c09-4875-8cb2-935392b02578,0cdfcb1d-0f45-4633-8960-166235f50d3d,0,2026-06-15 16:58:30.577507
3025fef7-4a0b-40e6-ae1a-93b7177fd457,caa6e4fd-9c09-4875-8cb2-935392b02578,e3b55a03-ba54-4a9b-a382-0214942559bf,0,2026-06-15 16:58:30.713142
49012ed3-f0cc-4b02-9ed5-44d7af69faf9,9f5bdbb2-7a46-488f-96d8-ef8bcbf97149,f1dc11b2-fdf5-4798-93a0-6a89aa68e323,0,2026-06-18 13:55:39.177026
1ee661b2-37a8-4258-99de-8a106b770151,9f5bdbb2-7a46-488f-96d8-ef8bcbf97149,526451d0-42c1-4c79-9c69-d42547516621,0,2026-06-18 13:55:46.678268
69e54f14-e3e7-486e-9e06-4f121441999c,9f5bdbb2-7a46-488f-96d8-ef8bcbf97149,1e966b3b-da4e-42c1-8564-422a8024e52b,0,2026-06-18 13:55:48.865123
c64f91dc-e224-4638-9200-e97e530249a9,9f5bdbb2-7a46-488f-96d8-ef8bcbf97149,0a18f3a3-7250-4083-955b-1d74363fdb6f,0,2026-06-18 13:55:56.237395
13f55a15-84a1-4d29-84d7-6cc009211168,9f5bdbb2-7a46-488f-96d8-ef8bcbf97149,8df0f098-8064-494e-b658-84ba1be28d7a,0,2026-06-18 13:56:12.428817
a54979d0-fc14-45ff-b305-9e03c1fe32d6,9f5bdbb2-7a46-488f-96d8-ef8bcbf97149,e23c9267-858c-4b53-a9a7-85572281c9bd,0,2026-06-18 13:56:35.542935
fa5a0a37-0d23-415e-b17f-3b74284e26c0,99ceedbb-69a4-4860-8d64-fdc357a21fcc,9f7d4ccc-5d75-4624-89ed-b18d1d27bc4f,0,2026-07-17 02:56:12.021332
835dd871-ffc0-42b7-865e-12b2d63cf2f4,99ceedbb-69a4-4860-8d64-fdc357a21fcc,044f2aea-30a8-4ef3-b3db-74c17dd230ae,0,2026-07-17 02:56:20.718143
eb802568-8762-486a-8ec0-2700378b1c05,99ceedbb-69a4-4860-8d64-fdc357a21fcc,3a74bdb5-453b-4474-8481-55f6148e76d0,0,2026-07-17 02:56:24.68192
4391daa8-f506-4190-83d1-1b48afca9a75,99ceedbb-69a4-4860-8d64-fdc357a21fcc,66a27051-1afa-437d-8150-0ca7f438d1fd,0,2026-07-17 02:56:30.174185
ba6ec1e2-99c0-4b63-9682-ae08ae67696b,99ceedbb-69a4-4860-8d64-fdc357a21fcc,86d9d843-4f62-4833-bdb8-da9e4173a874,0,2026-07-17 02:56:44.542141
6a26f9f3-d714-4786-af87-1e28d7a426a3,99ceedbb-69a4-4860-8d64-fdc357a21fcc,f1dc11b2-fdf5-4798-93a0-6a89aa68e323,0,2026-07-17 02:57:48.832831
9fa7a599-8a45-41d3-84c0-d54b9ccb11c0,99ceedbb-69a4-4860-8d64-fdc357a21fcc,526451d0-42c1-4c79-9c69-d42547516621,0,2026-07-17 02:57:54.15825
df7e424a-9250-4674-925b-d1f3d3627396,99ceedbb-69a4-4860-8d64-fdc357a21fcc,1e966b3b-da4e-42c1-8564-422a8024e52b,0,2026-07-17 02:57:58.080849
7b7c8dbb-1fb3-42eb-9ce9-34da21ed7ae9,99ceedbb-69a4-4860-8d64-fdc357a21fcc,795d3f38-1073-4725-8e72-554d4cb8510c,0,2026-07-17 02:58:01.553033
48c46aa2-6b15-44dc-9c87-84c6761605a3,99ceedbb-69a4-4860-8d64-fdc357a21fcc,8230893d-04bf-4bf3-be1b-fe4198ef4416,0,2026-07-17 02:58:23.068678
a6a8ab4b-1692-43b6-9e83-b7d8f0288dbf,99ceedbb-69a4-4860-8d64-fdc357a21fcc,81e85760-b996-4783-90aa-cd544a6e0fba,0,2026-07-17 02:58:26.920884
